"Ultra low emission vehicles (ULEVs) [note 1] registered for the first time [note 5] by body type [note 2], make, generic model and fuel type, Great Britain and United Kingdom from 2010 Q1 (January to March)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table VEH0171b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Some shorthand is used in this table, [c] = confidential.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geography [note 3],Units,BodyType [note 2],Make [note 6],Generic model [note 6],Fuel,2022 Q4,2022 Q3,2022 Q2,2022 Q1,2021 Q4,2021 Q3,2021 Q2,2021 Q1,2020 Q4,2020 Q3,2020 Q2,2020 Q1,2019 Q4,2019 Q3,2019 Q2,2019 Q1,2018 Q4,2018 Q3,2018 Q2,2018 Q1,2017 Q4,2017 Q3,2017 Q2,2017 Q1,2016 Q4,2016 Q3,2016 Q2,2016 Q1,2015 Q4,2015 Q3,2015 Q2,2015 Q1,2014 Q4,2014 Q3,2014 Q2,2014 Q1,2013 Q4,2013 Q3,2013 Q2,2013 Q1,2012 Q4,2012 Q3,2012 Q2,2012 Q1,2011 Q4,2011 Q3,2011 Q2,2011 Q1,2010 Q4,2010 Q3,2010 Q2,2010 Q1
United Kingdom,Number,Cars,NISSAN,NISSAN ARIYA,Battery electric,888,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,PEUGEOT,PEUGEOT 208,Battery electric,841,"1,207","1,582",945,"1,122","1,233",996,967,787,817,344,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,HYUNDAI,HYUNDAI TUCSON,Plug-in hybrid electric (petrol),792,828,512,903,410,304,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES CLA CLASS,Plug-in hybrid electric (petrol),771,642,439,705,"1,011",234,54,170,559,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES A CLASS,Plug-in hybrid electric (petrol),735,255,222,"1,340","1,579","1,249","1,754","1,912","3,734","2,532",261,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,KIA,KIA EV6,Battery electric,671,"1,085",984,"1,579",920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,AUDI,AUDI A3,Plug-in hybrid electric (petrol),667,958,951,493,910,"1,389","2,275","1,178",349,407,230,434,0,0,0,1,9,159,272,91,80,261,129,167,107,69,165,226,194,475,293,236,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES EQB CLASS,Battery electric,666,658,875,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLVO,VOLVO XC60,Plug-in hybrid electric (petrol),654,362,657,449,778,"1,120",706,933,644,726,169,533,248,175,192,390,255,194,186,247,134,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,JAGUAR,JAGUAR I-PACE,Battery electric,640,"1,367","1,483","1,249","1,519","1,729","1,216",740,"4,090","2,032","1,030","1,146","1,125","1,171",982,917,534,210,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,TOYOTA,TOYOTA RAV4,Plug-in hybrid electric (petrol),615,448,555,975,628,696,188,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MAZDA,MAZDA CX-60,Plug-in hybrid electric (petrol),564,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,LEXUS,LEXUS NX 450,Plug-in hybrid electric (petrol),550,337,244,427,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MINI,MINI COUNTRYMAN,Plug-in hybrid electric (petrol),543,469,297,446,426,474,604,931,694,536,214,659,807,860,881,"1,224",781,632,312,580,599,247,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,BMW,BMW X5,Plug-in hybrid electric (petrol),532,"1,125",633,833,596,"1,230","1,005",869,693,384,176,217,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,FIAT,FIAT 500,Battery electric,500,"1,055","1,756","1,593","1,165","1,036",429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,LAND ROVER,LAND ROVER RANGE ROVER SPORT,Plug-in hybrid electric (petrol),491,103,18,3,6,6,24,61,18,0,2,979,570,681,586,750,562,472,324,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLKSWAGEN,VOLKSWAGEN UP,Battery electric,482,25,96,395,961,273,133,16,32,86,36,91,2,1,3,0,5,5,13,4,12,4,3,2,7,2,5,6,7,7,4,13,29,22,16,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MG,MG HS,Plug-in hybrid electric (petrol),476,354,522,974,251,763,429,180,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,LAND ROVER,LAND ROVER DISCOVERY,Plug-in hybrid electric (petrol),459,441,304,787,697,642,299,859,546,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,BMW,BMW X3,Plug-in hybrid electric (petrol),453,322,436,279,525,894,563,410,290,151,96,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,LAND ROVER,LAND ROVER RANGE ROVER,Plug-in hybrid electric (petrol),442,96,22,0,0,0,0,0,0,0,2,199,283,299,317,521,561,190,215,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,AUDI,AUDI Q3,Plug-in hybrid electric (petrol),404,377,186,189,468,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLKSWAGEN,VOLKSWAGEN TIGUAN,Plug-in hybrid electric (petrol),403,306,39,65,195,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,BMW,BMW I3,Battery electric,396,622,707,"1,099","1,045",819,965,768,"1,504","1,617",407,920,"1,149","1,181",969,794,419,363,171,256,315,197,242,227,159,205,130,99,139,93,98,273,187,116,110,143,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,CITROEN,CITROEN C4,Battery electric,394,706,"1,518",573,489,376,251,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLKSWAGEN,VOLKSWAGEN ID BUZZ,Battery electric,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,GENESIS,GENESIS GV60,Battery electric,346,189,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLVO,VOLVO XC90,Plug-in hybrid electric (petrol),322,741,306,870,581,679,691,595,416,432,230,530,588,374,246,365,329,217,204,419,381,477,353,582,461,362,251,526,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,LAND ROVER,LAND ROVER DEFENDER,Plug-in hybrid electric (petrol),299,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLKSWAGEN,VOLKSWAGEN PASSAT,Plug-in hybrid electric (petrol),288,218,295,170,272,249,298,262,266,360,96,233,147,123,0,4,24,297,582,715,520,393,262,270,113,70,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,JEEP,JEEP COMPASS,Plug-in hybrid electric (petrol),284,274,306,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,CITROEN,CITROEN C5,Plug-in hybrid electric (petrol),271,174,492,145,159,137,210,176,101,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES C CLASS,Plug-in hybrid electric (petrol),271,211,83,18,0,0,203,100,130,44,25,0,0,0,2,5,57,505,947,420,355,940,906,"1,052","1,175","1,457","1,480","1,282",501,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,TOYOTA,TOYOTA BZ4X,Battery electric,268,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,AUDI,AUDI Q5,Plug-in hybrid electric (petrol),263,95,409,303,"1,032","1,015",293,57,360,770,252,296,274,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLVO,VOLVO V60,Plug-in hybrid electric (petrol),240,99,78,129,290,263,117,204,129,86,42,78,24,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,KIA,KIA SPORTAGE,Plug-in hybrid electric (petrol),234,717,458,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,BMW,BMW X2,Plug-in hybrid electric (petrol),226,183,177,270,165,169,340,353,162,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,PEUGEOT,PEUGEOT 3008,Plug-in hybrid electric (petrol),215,201,567,"1,183",783,594,529,389,256,345,105,370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,BMW,BMW 2 SERIES,Plug-in hybrid electric (petrol),206,19,1,2,29,51,49,123,142,137,49,245,243,550,292,464,751,622,183,197,310,209,169,314,182,130,100,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,KIA,KIA XCEED,Plug-in hybrid electric (petrol),204,274,260,370,178,285,277,333,243,220,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,DS,DS DS3,Battery electric,177,266,81,195,248,270,116,139,190,139,42,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,CITROEN,CITROEN BERLINGO,Battery electric,173,93,32,46,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES EQE CLASS,Battery electric,168,238,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MAZDA,MAZDA MX-30,Battery electric,167,198,331,201,612,902,264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,LAND ROVER,LAND ROVER RANGE ROVER VELAR,Plug-in hybrid electric (petrol),161,114,394,208,170,54,184,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,KIA,KIA NIRO,Plug-in hybrid electric (petrol),160,378,326,456,538,382,739,622,485,829,187,558,178,221,340,352,361,209,234,467,157,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,SMART,SMART FORTWO,Battery electric,158,63,147,196,178,159,230,271,200,242,69,110,120,136,20,112,112,105,54,17,71,34,11,0,0,0,0,0,0,0,2,18,30,25,29,30,62,20,2,1,9,1,0,3,53,6,11,44,28,31,3,1
United Kingdom,Number,Cars,PEUGEOT,PEUGEOT 308,Plug-in hybrid electric (petrol),155,182,345,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES EQS CLASS,Battery electric,137,271,183,118,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,SUBARU,SUBARU SOLTERRA,Battery electric,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,PORSCHE,PORSCHE CAYENNE,Plug-in hybrid electric (petrol),121,150,144,139,164,47,152,92,84,0,0,360,817,5,0,0,2,285,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES GLA CLASS,Plug-in hybrid electric (petrol),120,188,125,506,342,375,584,376,356,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,DS,DS DS4,Plug-in hybrid electric (petrol),118,129,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLKSWAGEN,VOLKSWAGEN MULTIVAN,Plug-in hybrid electric (petrol),116,161,60,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VAUXHALL,VAUXHALL ASTRA,Plug-in hybrid electric (petrol),115,20,206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,RENAULT,RENAULT CAPTUR,Plug-in hybrid electric (petrol),111,66,43,143,100,61,295,141,65,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MINI,MINI ONE,Battery electric,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,DS,DS DS7,Plug-in hybrid electric (petrol),100,125,55,44,63,92,33,26,36,36,9,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,JAGUAR,JAGUAR E-PACE,Plug-in hybrid electric (petrol),95,191,54,44,121,120,206,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,LEXUS,LEXUS UX 300,Battery electric,95,58,88,148,650,199,111,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VAUXHALL,VAUXHALL VIVARO,Battery electric,93,42,87,123,304,49,35,24,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,AUDI,AUDI A6,Plug-in hybrid electric (petrol),90,10,43,123,50,168,135,173,261,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,TOYOTA,TOYOTA PRIUS,Plug-in hybrid electric (petrol),82,59,86,39,58,190,109,113,133,344,73,202,181,241,67,219,121,168,183,297,84,121,90,126,6,15,5,70,67,82,50,71,103,105,48,123,87,119,118,182,120,317,30,0,0,0,0,3,1,0,20,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES GLE CLASS,Plug-in hybrid electric (diesel),79,383,364,711,728,139,105,302,382,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES S CLASS,Plug-in hybrid electric (petrol),78,50,71,37,23,1,0,0,8,18,30,20,55,24,28,60,5,0,0,0,6,16,30,48,19,27,39,48,54,38,63,63,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VAUXHALL,VAUXHALL GRANDLAND,Plug-in hybrid electric (petrol),73,118,248,200,34,34,15,51,354,713,27,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,BMW,BMW 7 SERIES,Battery electric,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,PORSCHE,PORSCHE PANAMERA,Plug-in hybrid electric (petrol),70,94,131,42,89,52,65,47,56,1,1,58,136,125,201,48,16,86,228,288,218,334,129,2,25,38,42,72,48,47,40,63,49,43,63,33,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VAUXHALL,VAUXHALL COMBO,Battery electric,58,47,41,108,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,SUZUKI,SUZUKI ACROSS,Plug-in hybrid electric (petrol),55,51,18,45,85,36,5,0,125,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,KIA,KIA SORENTO,Plug-in hybrid electric (petrol),53,100,115,151,106,289,183,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,HYUNDAI,HYUNDAI IONIQ,Plug-in hybrid electric (petrol),50,132,227,26,36,127,265,275,53,707,27,108,184,302,208,194,203,213,259,312,125,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,PEUGEOT,PEUGEOT 3008,Hybrid electric (petrol),50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,PEUGEOT,PEUGEOT 508,Plug-in hybrid electric (petrol),48,87,82,70,36,56,153,102,140,88,74,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,HYUNDAI,HYUNDAI SANTA FE,Plug-in hybrid electric (petrol),46,134,186,33,110,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,JAGUAR,JAGUAR F-PACE,Plug-in hybrid electric (petrol),45,268,192,437,269,129,126,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLKSWAGEN,VOLKSWAGEN ARTEON,Plug-in hybrid electric (petrol),43,107,144,75,128,40,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,GREAT WALL,GREAT WALL FUNKY CAT,Battery electric,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,BMW,BMW X1,Plug-in hybrid electric (petrol),37,46,358,903,542,351,662,512,369,354,74,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,MERCEDES,MERCEDES VITO,Battery electric,37,22,49,35,46,27,31,29,71,22,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLVO,VOLVO V90,Plug-in hybrid electric (petrol),36,46,27,55,54,34,44,74,34,30,22,27,66,60,23,28,31,55,24,24,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,SKODA,SKODA OCTAVIA,Plug-in hybrid electric (petrol),34,170,78,498,497,605,908,163,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,SKODA,SKODA SUPERB,Plug-in hybrid electric (petrol),32,27,104,270,612,249,597,176,436,448,100,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,VOLVO,VOLVO S90,Plug-in hybrid electric (petrol),29,31,78,130,42,56,93,46,31,23,13,18,24,16,26,41,20,7,10,20,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,ORA,ORA FUNKY CAT,Battery electric,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Number,Cars,JEEP,JEEP RENEGADE,Plug-in hybrid electric (petrol),27,31,33,3,103,265,121,131,96,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
