"Ultra low emission vehicles (ULEVs) [note 1] registered for the first time by body type [note 2] and fuel type, Great Britain and United Kingdom from January 2010",,,,,,,,,,,,,
Table VEH0171a,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet. ,,,,,,,,,,,,,
"Some shorthand is used in this table, [z] = not applicable, [low] = a low figure but not a real zero.",,,,,,,,,,,,,
Geography [note 3],Date Interval [note 4],Date [note 4],Units,BodyType [note 2],Battery Electric,Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Range extended electric,Hybrid electric (petrol),Hybrid electric (diesel),Fuel cell electric,Other fuels,Total
United Kingdom,Monthly,February 2016,Number,Light goods vehicles,32,3,0,0,0,0,0,0,35
United Kingdom,Monthly,March 2016,Number,Light goods vehicles,139,14,0,0,0,0,0,0,153
United Kingdom,Monthly,April 2016,Number,Light goods vehicles,45,4,0,0,0,0,0,0,49
United Kingdom,Monthly,May 2016,Number,Light goods vehicles,73,0,0,0,0,0,0,0,73
United Kingdom,Monthly,June 2016,Number,Light goods vehicles,154,17,0,0,0,0,0,0,171
United Kingdom,Monthly,July 2016,Number,Light goods vehicles,95,3,0,0,0,0,0,0,98
United Kingdom,Monthly,August 2016,Number,Light goods vehicles,35,1,0,0,0,0,0,0,36
United Kingdom,Monthly,September 2016,Number,Light goods vehicles,162,12,0,0,0,0,0,0,174
United Kingdom,Monthly,October 2016,Number,Light goods vehicles,79,5,0,0,0,0,0,0,84
United Kingdom,Monthly,November 2016,Number,Light goods vehicles,58,6,0,0,0,0,0,0,64
United Kingdom,Monthly,December 2016,Number,Light goods vehicles,78,8,0,0,0,0,0,0,86
United Kingdom,Monthly,January 2017,Number,Light goods vehicles,88,9,0,0,0,0,0,0,97
United Kingdom,Monthly,February 2017,Number,Light goods vehicles,37,4,0,0,0,0,0,0,41
United Kingdom,Monthly,March 2017,Number,Light goods vehicles,206,18,0,0,0,0,0,0,224
United Kingdom,Monthly,April 2017,Number,Light goods vehicles,66,6,0,0,0,0,0,0,72
United Kingdom,Monthly,May 2017,Number,Light goods vehicles,109,4,0,0,0,0,0,0,113
United Kingdom,Monthly,June 2017,Number,Light goods vehicles,89,2,0,0,0,0,0,0,91
United Kingdom,Monthly,July 2017,Number,Light goods vehicles,113,3,0,0,0,0,0,0,116
United Kingdom,Monthly,August 2017,Number,Light goods vehicles,58,2,0,0,0,0,0,0,60
United Kingdom,Monthly,September 2017,Number,Light goods vehicles,189,17,0,0,0,0,0,0,206
United Kingdom,Monthly,October 2017,Number,Light goods vehicles,70,7,0,0,0,0,0,0,77
United Kingdom,Monthly,November 2017,Number,Light goods vehicles,72,8,0,0,0,0,0,0,80
United Kingdom,Monthly,December 2017,Number,Light goods vehicles,156,14,0,0,0,0,0,0,170
United Kingdom,Monthly,January 2018,Number,Light goods vehicles,162,20,0,0,0,0,0,0,182
United Kingdom,Monthly,February 2018,Number,Light goods vehicles,59,9,0,0,0,0,0,0,68
United Kingdom,Monthly,March 2018,Number,Light goods vehicles,210,38,0,0,0,0,0,0,248
United Kingdom,Monthly,April 2018,Number,Light goods vehicles,40,8,0,0,0,0,0,0,48
United Kingdom,Monthly,May 2018,Number,Light goods vehicles,149,20,0,0,0,0,0,0,169
United Kingdom,Monthly,June 2018,Number,Light goods vehicles,90,10,0,0,0,0,0,0,100
United Kingdom,Monthly,July 2018,Number,Light goods vehicles,100,3,0,0,0,0,0,0,103
United Kingdom,Monthly,August 2018,Number,Light goods vehicles,64,7,0,0,0,0,0,0,71
United Kingdom,Monthly,September 2018,Number,Light goods vehicles,203,2,0,0,0,0,0,0,205
United Kingdom,Monthly,October 2018,Number,Light goods vehicles,110,3,0,0,0,0,0,0,113
United Kingdom,Monthly,November 2018,Number,Light goods vehicles,176,1,0,0,0,0,0,0,177
United Kingdom,Monthly,December 2018,Number,Light goods vehicles,95,26,0,0,0,0,0,0,121
United Kingdom,Monthly,January 2019,Number,Light goods vehicles,176,12,0,0,0,0,0,0,188
United Kingdom,Monthly,February 2019,Number,Light goods vehicles,81,1,0,0,0,0,0,0,82
United Kingdom,Monthly,March 2019,Number,Light goods vehicles,421,22,0,0,0,0,0,0,443
United Kingdom,Monthly,April 2019,Number,Light goods vehicles,200,16,0,0,0,0,0,0,216
United Kingdom,Monthly,May 2019,Number,Light goods vehicles,234,22,0,0,0,0,0,0,256
United Kingdom,Monthly,June 2019,Number,Light goods vehicles,276,24,0,0,0,0,0,0,300
United Kingdom,Monthly,July 2019,Number,Light goods vehicles,284,23,0,0,0,0,0,0,307
United Kingdom,Monthly,August 2019,Number,Light goods vehicles,242,8,0,0,0,0,0,0,250
United Kingdom,Monthly,September 2019,Number,Light goods vehicles,288,14,0,0,0,0,0,0,302
United Kingdom,Monthly,October 2019,Number,Light goods vehicles,293,22,0,0,0,0,0,0,315
United Kingdom,Monthly,November 2019,Number,Light goods vehicles,432,25,0,0,0,0,0,0,457
United Kingdom,Monthly,December 2019,Number,Light goods vehicles,491,17,0,0,0,0,0,0,508
United Kingdom,Monthly,January 2020,Number,Light goods vehicles,511,18,0,1,0,0,0,0,530
United Kingdom,Monthly,February 2020,Number,Light goods vehicles,377,21,0,1,0,0,0,0,399
United Kingdom,Monthly,March 2020,Number,Light goods vehicles,433,31,0,5,0,0,0,0,469
United Kingdom,Monthly,April 2020,Number,Light goods vehicles,141,0,0,1,0,0,0,0,142
United Kingdom,Monthly,May 2020,Number,Light goods vehicles,125,3,0,1,0,0,0,0,129
United Kingdom,Monthly,June 2020,Number,Light goods vehicles,336,69,0,20,0,0,0,0,425
United Kingdom,Monthly,July 2020,Number,Light goods vehicles,507,15,0,30,1,0,0,0,553
United Kingdom,Monthly,August 2020,Number,Light goods vehicles,211,10,0,9,0,0,0,0,230
United Kingdom,Monthly,September 2020,Number,Light goods vehicles,860,58,0,32,1,0,0,0,951
United Kingdom,Monthly,October 2020,Number,Light goods vehicles,754,10,0,36,2,0,0,1,803
United Kingdom,Monthly,November 2020,Number,Light goods vehicles,686,39,0,35,0,0,0,0,760
United Kingdom,Monthly,December 2020,Number,Light goods vehicles,709,46,0,62,0,0,0,0,817
United Kingdom,Monthly,January 2021,Number,Light goods vehicles,551,24,0,107,0,0,0,0,682
United Kingdom,Monthly,February 2021,Number,Light goods vehicles,406,8,0,63,1,0,0,0,478
United Kingdom,Monthly,March 2021,Number,Light goods vehicles,"1,651",57,0,79,0,0,0,0,"1,787"
United Kingdom,Monthly,April 2021,Number,Light goods vehicles,619,8,0,52,0,0,0,0,679
United Kingdom,Monthly,May 2021,Number,Light goods vehicles,604,4,0,84,1,0,0,0,693
United Kingdom,Monthly,June 2021,Number,Light goods vehicles,"1,350",7,0,106,0,0,0,0,"1,463"
United Kingdom,Monthly,July 2021,Number,Light goods vehicles,650,12,0,57,0,0,0,0,719
United Kingdom,Monthly,August 2021,Number,Light goods vehicles,859,1,0,38,0,0,0,0,898
United Kingdom,Monthly,September 2021,Number,Light goods vehicles,920,0,0,134,0,0,0,0,"1,054"
United Kingdom,Monthly,October 2021,Number,Light goods vehicles,"1,164",0,0,54,0,0,0,0,"1,218"
United Kingdom,Monthly,November 2021,Number,Light goods vehicles,"1,728",0,0,104,0,0,0,0,"1,832"
United Kingdom,Monthly,December 2021,Number,Light goods vehicles,"2,495",0,0,196,0,0,0,0,"2,691"
United Kingdom,Monthly,January 2022,Number,Light goods vehicles,675,0,0,35,0,0,0,0,710
United Kingdom,Monthly,February 2022,Number,Light goods vehicles,"1,778",0,0,22,0,0,0,0,"1,800"
United Kingdom,Monthly,March 2022,Number,Light goods vehicles,"1,954",0,0,57,0,0,0,0,"2,011"
United Kingdom,Monthly,April 2022,Number,Light goods vehicles,955,0,0,35,0,0,0,0,990
United Kingdom,Monthly,May 2022,Number,Light goods vehicles,919,0,0,45,0,0,0,0,964
United Kingdom,Monthly,June 2022,Number,Light goods vehicles,"2,059",0,0,91,0,0,0,0,"2,150"
United Kingdom,Monthly,July 2022,Number,Light goods vehicles,876,0,0,26,0,0,0,0,902
United Kingdom,Monthly,August 2022,Number,Light goods vehicles,"1,094",0,0,89,0,0,0,0,"1,183"
United Kingdom,Monthly,September 2022,Number,Light goods vehicles,"1,621",0,0,11,0,0,0,0,"1,632"
United Kingdom,Monthly,October 2022,Number,Light goods vehicles,"1,955",0,0,43,0,0,0,0,"1,998"
United Kingdom,Monthly,November 2022,Number,Light goods vehicles,"1,904",0,0,113,0,0,0,1,"2,018"
United Kingdom,Monthly,December 2022,Number,Light goods vehicles,"1,735",0,0,5,0,0,0,0,"1,740"
United Kingdom,Annual,2010,Number,Motorcycles,551,0,0,0,0,0,0,0,551
United Kingdom,Annual,2011,Number,Motorcycles,445,0,0,0,0,0,0,0,445
United Kingdom,Annual,2012,Number,Motorcycles,245,0,0,0,0,0,0,0,245
United Kingdom,Annual,2013,Number,Motorcycles,144,0,0,0,0,0,0,0,144
United Kingdom,Annual,2014,Number,Motorcycles,227,0,0,0,0,0,0,0,227
United Kingdom,Annual,2015,Number,Motorcycles,321,0,0,0,0,0,0,0,321
United Kingdom,Annual,2016,Number,Motorcycles,428,0,0,0,0,0,0,0,428
United Kingdom,Annual,2017,Number,Motorcycles,380,0,0,0,0,0,0,0,380
United Kingdom,Annual,2018,Number,Motorcycles,697,0,0,0,0,0,0,0,697
United Kingdom,Annual,2019,Number,Motorcycles,"1,711",0,0,0,0,0,0,0,"1,711"
United Kingdom,Annual,2020,Number,Motorcycles,"2,358",0,0,0,0,0,0,0,"2,358"
United Kingdom,Annual,2021,Number,Motorcycles,"5,812",0,0,0,0,0,0,0,"5,812"
United Kingdom,Annual,2022,Number,Motorcycles,"6,254",0,0,0,0,0,0,0,"6,254"
United Kingdom,Quarterly,2010 Q1 (January to March),Number,Motorcycles,136,0,0,0,0,0,0,0,136
United Kingdom,Quarterly,2010 Q2 (April to June),Number,Motorcycles,156,0,0,0,0,0,0,0,156
United Kingdom,Quarterly,2010 Q3 (July to September),Number,Motorcycles,148,0,0,0,0,0,0,0,148
United Kingdom,Quarterly,2010 Q4 (October to December),Number,Motorcycles,111,0,0,0,0,0,0,0,111
United Kingdom,Quarterly,2011 Q1 (January to March),Number,Motorcycles,133,0,0,0,0,0,0,0,133
United Kingdom,Quarterly,2011 Q2 (April to June),Number,Motorcycles,157,0,0,0,0,0,0,0,157
United Kingdom,Quarterly,2011 Q3 (July to September),Number,Motorcycles,82,0,0,0,0,0,0,0,82
United Kingdom,Quarterly,2011 Q4 (October to December),Number,Motorcycles,73,0,0,0,0,0,0,0,73
United Kingdom,Quarterly,2012 Q1 (January to March),Number,Motorcycles,41,0,0,0,0,0,0,0,41
United Kingdom,Quarterly,2012 Q2 (April to June),Number,Motorcycles,68,0,0,0,0,0,0,0,68
United Kingdom,Quarterly,2012 Q3 (July to September),Number,Motorcycles,48,0,0,0,0,0,0,0,48
United Kingdom,Quarterly,2012 Q4 (October to December),Number,Motorcycles,88,0,0,0,0,0,0,0,88
United Kingdom,Quarterly,2013 Q1 (January to March),Number,Motorcycles,41,0,0,0,0,0,0,0,41
United Kingdom,Quarterly,2013 Q2 (April to June),Number,Motorcycles,23,0,0,0,0,0,0,0,23
United Kingdom,Quarterly,2013 Q3 (July to September),Number,Motorcycles,39,0,0,0,0,0,0,0,39
United Kingdom,Quarterly,2013 Q4 (October to December),Number,Motorcycles,41,0,0,0,0,0,0,0,41
United Kingdom,Quarterly,2014 Q1 (January to March),Number,Motorcycles,34,0,0,0,0,0,0,0,34
United Kingdom,Quarterly,2014 Q2 (April to June),Number,Motorcycles,58,0,0,0,0,0,0,0,58
United Kingdom,Quarterly,2014 Q3 (July to September),Number,Motorcycles,74,0,0,0,0,0,0,0,74
United Kingdom,Quarterly,2014 Q4 (October to December),Number,Motorcycles,61,0,0,0,0,0,0,0,61
United Kingdom,Quarterly,2015 Q1 (January to March),Number,Motorcycles,56,0,0,0,0,0,0,0,56
United Kingdom,Quarterly,2015 Q2 (April to June),Number,Motorcycles,64,0,0,0,0,0,0,0,64
United Kingdom,Quarterly,2015 Q3 (July to September),Number,Motorcycles,131,0,0,0,0,0,0,0,131
United Kingdom,Quarterly,2015 Q4 (October to December),Number,Motorcycles,70,0,0,0,0,0,0,0,70
United Kingdom,Quarterly,2016 Q1 (January to March),Number,Motorcycles,147,0,0,0,0,0,0,0,147
United Kingdom,Quarterly,2016 Q2 (April to June),Number,Motorcycles,75,0,0,0,0,0,0,0,75
United Kingdom,Quarterly,2016 Q3 (July to September),Number,Motorcycles,62,0,0,0,0,0,0,0,62
United Kingdom,Quarterly,2016 Q4 (October to December),Number,Motorcycles,144,0,0,0,0,0,0,0,144
United Kingdom,Quarterly,2017 Q1 (January to March),Number,Motorcycles,68,0,0,0,0,0,0,0,68
United Kingdom,Quarterly,2017 Q2 (April to June),Number,Motorcycles,91,0,0,0,0,0,0,0,91
United Kingdom,Quarterly,2017 Q3 (July to September),Number,Motorcycles,123,0,0,0,0,0,0,0,123
United Kingdom,Quarterly,2017 Q4 (October to December),Number,Motorcycles,98,0,0,0,0,0,0,0,98
United Kingdom,Quarterly,2018 Q1 (January to March),Number,Motorcycles,139,0,0,0,0,0,0,0,139
United Kingdom,Quarterly,2018 Q2 (April to June),Number,Motorcycles,177,0,0,0,0,0,0,0,177
United Kingdom,Quarterly,2018 Q3 (July to September),Number,Motorcycles,182,0,0,0,0,0,0,0,182
United Kingdom,Quarterly,2018 Q4 (October to December),Number,Motorcycles,199,0,0,0,0,0,0,0,199
United Kingdom,Quarterly,2019 Q1 (January to March),Number,Motorcycles,276,0,0,0,0,0,0,0,276
United Kingdom,Quarterly,2019 Q2 (April to June),Number,Motorcycles,478,0,0,0,0,0,0,0,478
United Kingdom,Quarterly,2019 Q3 (July to September),Number,Motorcycles,475,0,0,0,0,0,0,0,475
United Kingdom,Quarterly,2019 Q4 (October to December),Number,Motorcycles,482,0,0,0,0,0,0,0,482
United Kingdom,Quarterly,2020 Q1 (January to March),Number,Motorcycles,393,0,0,0,0,0,0,0,393
United Kingdom,Quarterly,2020 Q2 (April to June),Number,Motorcycles,395,0,0,0,0,0,0,0,395
United Kingdom,Quarterly,2020 Q3 (July to September),Number,Motorcycles,788,0,0,0,0,0,0,0,788
United Kingdom,Quarterly,2020 Q4 (October to December),Number,Motorcycles,782,0,0,0,0,0,0,0,782
United Kingdom,Quarterly,2021 Q1 (January to March),Number,Motorcycles,974,0,0,0,0,0,0,0,974
United Kingdom,Quarterly,2021 Q2 (April to June),Number,Motorcycles,"1,541",0,0,0,0,0,0,0,"1,541"
United Kingdom,Quarterly,2021 Q3 (July to September),Number,Motorcycles,"1,767",0,0,0,0,0,0,0,"1,767"
United Kingdom,Quarterly,2021 Q4 (October to December),Number,Motorcycles,"1,530",0,0,0,0,0,0,0,"1,530"
United Kingdom,Quarterly,2022 Q1 (January to March),Number,Motorcycles,"1,805",0,0,0,0,0,0,0,"1,805"
United Kingdom,Quarterly,2022 Q2 (April to June),Number,Motorcycles,"1,657",0,0,0,0,0,0,0,"1,657"
United Kingdom,Quarterly,2022 Q3 (July to September),Number,Motorcycles,"1,730",0,0,0,0,0,0,0,"1,730"
United Kingdom,Quarterly,2022 Q4 (October to December),Number,Motorcycles,"1,062",0,0,0,0,0,0,0,"1,062"
United Kingdom,Monthly,January 2010,Number,Motorcycles,17,0,0,0,0,0,0,0,17
United Kingdom,Monthly,February 2010,Number,Motorcycles,40,0,0,0,0,0,0,0,40
United Kingdom,Monthly,March 2010,Number,Motorcycles,79,0,0,0,0,0,0,0,79
United Kingdom,Monthly,April 2010,Number,Motorcycles,52,0,0,0,0,0,0,0,52
United Kingdom,Monthly,May 2010,Number,Motorcycles,56,0,0,0,0,0,0,0,56
United Kingdom,Monthly,June 2010,Number,Motorcycles,48,0,0,0,0,0,0,0,48
United Kingdom,Monthly,July 2010,Number,Motorcycles,65,0,0,0,0,0,0,0,65
United Kingdom,Monthly,August 2010,Number,Motorcycles,33,0,0,0,0,0,0,0,33
United Kingdom,Monthly,September 2010,Number,Motorcycles,50,0,0,0,0,0,0,0,50
United Kingdom,Monthly,October 2010,Number,Motorcycles,35,0,0,0,0,0,0,0,35
United Kingdom,Monthly,November 2010,Number,Motorcycles,58,0,0,0,0,0,0,0,58
United Kingdom,Monthly,December 2010,Number,Motorcycles,18,0,0,0,0,0,0,0,18
United Kingdom,Monthly,January 2011,Number,Motorcycles,27,0,0,0,0,0,0,0,27
United Kingdom,Monthly,February 2011,Number,Motorcycles,23,0,0,0,0,0,0,0,23
United Kingdom,Monthly,March 2011,Number,Motorcycles,83,0,0,0,0,0,0,0,83
United Kingdom,Monthly,April 2011,Number,Motorcycles,44,0,0,0,0,0,0,0,44
United Kingdom,Monthly,May 2011,Number,Motorcycles,43,0,0,0,0,0,0,0,43
United Kingdom,Monthly,June 2011,Number,Motorcycles,70,0,0,0,0,0,0,0,70
United Kingdom,Monthly,July 2011,Number,Motorcycles,25,0,0,0,0,0,0,0,25
United Kingdom,Monthly,August 2011,Number,Motorcycles,23,0,0,0,0,0,0,0,23
United Kingdom,Monthly,September 2011,Number,Motorcycles,34,0,0,0,0,0,0,0,34
United Kingdom,Monthly,October 2011,Number,Motorcycles,33,0,0,0,0,0,0,0,33
United Kingdom,Monthly,November 2011,Number,Motorcycles,28,0,0,0,0,0,0,0,28
United Kingdom,Monthly,December 2011,Number,Motorcycles,12,0,0,0,0,0,0,0,12
United Kingdom,Monthly,January 2012,Number,Motorcycles,9,0,0,0,0,0,0,0,9
United Kingdom,Monthly,February 2012,Number,Motorcycles,7,0,0,0,0,0,0,0,7
United Kingdom,Monthly,March 2012,Number,Motorcycles,25,0,0,0,0,0,0,0,25
United Kingdom,Monthly,April 2012,Number,Motorcycles,25,0,0,0,0,0,0,0,25
United Kingdom,Monthly,May 2012,Number,Motorcycles,22,0,0,0,0,0,0,0,22
United Kingdom,Monthly,June 2012,Number,Motorcycles,21,0,0,0,0,0,0,0,21
United Kingdom,Monthly,July 2012,Number,Motorcycles,19,0,0,0,0,0,0,0,19
United Kingdom,Monthly,August 2012,Number,Motorcycles,22,0,0,0,0,0,0,0,22
United Kingdom,Monthly,September 2012,Number,Motorcycles,7,0,0,0,0,0,0,0,7
United Kingdom,Monthly,October 2012,Number,Motorcycles,13,0,0,0,0,0,0,0,13
United Kingdom,Monthly,November 2012,Number,Motorcycles,42,0,0,0,0,0,0,0,42
United Kingdom,Monthly,December 2012,Number,Motorcycles,33,0,0,0,0,0,0,0,33
United Kingdom,Monthly,January 2013,Number,Motorcycles,10,0,0,0,0,0,0,0,10
United Kingdom,Monthly,February 2013,Number,Motorcycles,13,0,0,0,0,0,0,0,13
United Kingdom,Monthly,March 2013,Number,Motorcycles,18,0,0,0,0,0,0,0,18
United Kingdom,Monthly,April 2013,Number,Motorcycles,3,0,0,0,0,0,0,0,3
United Kingdom,Monthly,May 2013,Number,Motorcycles,10,0,0,0,0,0,0,0,10
United Kingdom,Monthly,June 2013,Number,Motorcycles,10,0,0,0,0,0,0,0,10
United Kingdom,Monthly,July 2013,Number,Motorcycles,11,0,0,0,0,0,0,0,11
United Kingdom,Monthly,August 2013,Number,Motorcycles,6,0,0,0,0,0,0,0,6
United Kingdom,Monthly,September 2013,Number,Motorcycles,22,0,0,0,0,0,0,0,22
United Kingdom,Monthly,October 2013,Number,Motorcycles,17,0,0,0,0,0,0,0,17
United Kingdom,Monthly,November 2013,Number,Motorcycles,6,0,0,0,0,0,0,0,6
United Kingdom,Monthly,December 2013,Number,Motorcycles,18,0,0,0,0,0,0,0,18
United Kingdom,Monthly,January 2014,Number,Motorcycles,12,0,0,0,0,0,0,0,12
United Kingdom,Monthly,February 2014,Number,Motorcycles,8,0,0,0,0,0,0,0,8
United Kingdom,Monthly,March 2014,Number,Motorcycles,14,0,0,0,0,0,0,0,14
United Kingdom,Monthly,April 2014,Number,Motorcycles,9,0,0,0,0,0,0,0,9
United Kingdom,Monthly,May 2014,Number,Motorcycles,20,0,0,0,0,0,0,0,20
United Kingdom,Monthly,June 2014,Number,Motorcycles,29,0,0,0,0,0,0,0,29
United Kingdom,Monthly,July 2014,Number,Motorcycles,22,0,0,0,0,0,0,0,22
United Kingdom,Monthly,August 2014,Number,Motorcycles,15,0,0,0,0,0,0,0,15
United Kingdom,Monthly,September 2014,Number,Motorcycles,37,0,0,0,0,0,0,0,37
United Kingdom,Monthly,October 2014,Number,Motorcycles,19,0,0,0,0,0,0,0,19
United Kingdom,Monthly,November 2014,Number,Motorcycles,25,0,0,0,0,0,0,0,25
United Kingdom,Monthly,December 2014,Number,Motorcycles,17,0,0,0,0,0,0,0,17
United Kingdom,Monthly,January 2015,Number,Motorcycles,25,0,0,0,0,0,0,0,25
United Kingdom,Monthly,February 2015,Number,Motorcycles,10,0,0,0,0,0,0,0,10
United Kingdom,Monthly,March 2015,Number,Motorcycles,21,0,0,0,0,0,0,0,21
United Kingdom,Monthly,April 2015,Number,Motorcycles,36,0,0,0,0,0,0,0,36
United Kingdom,Monthly,May 2015,Number,Motorcycles,14,0,0,0,0,0,0,0,14
United Kingdom,Monthly,June 2015,Number,Motorcycles,14,0,0,0,0,0,0,0,14
United Kingdom,Monthly,July 2015,Number,Motorcycles,21,0,0,0,0,0,0,0,21
United Kingdom,Monthly,August 2015,Number,Motorcycles,20,0,0,0,0,0,0,0,20
United Kingdom,Monthly,September 2015,Number,Motorcycles,90,0,0,0,0,0,0,0,90
United Kingdom,Monthly,October 2015,Number,Motorcycles,15,0,0,0,0,0,0,0,15
United Kingdom,Monthly,November 2015,Number,Motorcycles,21,0,0,0,0,0,0,0,21
United Kingdom,Monthly,December 2015,Number,Motorcycles,34,0,0,0,0,0,0,0,34
United Kingdom,Monthly,January 2016,Number,Motorcycles,17,0,0,0,0,0,0,0,17
United Kingdom,Monthly,February 2016,Number,Motorcycles,13,0,0,0,0,0,0,0,13
United Kingdom,Monthly,March 2016,Number,Motorcycles,117,0,0,0,0,0,0,0,117
United Kingdom,Monthly,April 2016,Number,Motorcycles,35,0,0,0,0,0,0,0,35
United Kingdom,Monthly,May 2016,Number,Motorcycles,17,0,0,0,0,0,0,0,17
United Kingdom,Monthly,June 2016,Number,Motorcycles,23,0,0,0,0,0,0,0,23
United Kingdom,Monthly,July 2016,Number,Motorcycles,14,0,0,0,0,0,0,0,14
United Kingdom,Monthly,August 2016,Number,Motorcycles,28,0,0,0,0,0,0,0,28
United Kingdom,Monthly,September 2016,Number,Motorcycles,20,0,0,0,0,0,0,0,20
United Kingdom,Monthly,October 2016,Number,Motorcycles,14,0,0,0,0,0,0,0,14
United Kingdom,Monthly,November 2016,Number,Motorcycles,32,0,0,0,0,0,0,0,32
United Kingdom,Monthly,December 2016,Number,Motorcycles,98,0,0,0,0,0,0,0,98
United Kingdom,Monthly,January 2017,Number,Motorcycles,21,0,0,0,0,0,0,0,21
United Kingdom,Monthly,February 2017,Number,Motorcycles,13,0,0,0,0,0,0,0,13
United Kingdom,Monthly,March 2017,Number,Motorcycles,34,0,0,0,0,0,0,0,34
United Kingdom,Monthly,April 2017,Number,Motorcycles,25,0,0,0,0,0,0,0,25
United Kingdom,Monthly,May 2017,Number,Motorcycles,29,0,0,0,0,0,0,0,29
United Kingdom,Monthly,June 2017,Number,Motorcycles,37,0,0,0,0,0,0,0,37
United Kingdom,Monthly,July 2017,Number,Motorcycles,51,0,0,0,0,0,0,0,51
United Kingdom,Monthly,August 2017,Number,Motorcycles,37,0,0,0,0,0,0,0,37
United Kingdom,Monthly,September 2017,Number,Motorcycles,35,0,0,0,0,0,0,0,35
United Kingdom,Monthly,October 2017,Number,Motorcycles,31,0,0,0,0,0,0,0,31
United Kingdom,Monthly,November 2017,Number,Motorcycles,23,0,0,0,0,0,0,0,23
United Kingdom,Monthly,December 2017,Number,Motorcycles,44,0,0,0,0,0,0,0,44
United Kingdom,Monthly,January 2018,Number,Motorcycles,28,0,0,0,0,0,0,0,28
United Kingdom,Monthly,February 2018,Number,Motorcycles,28,0,0,0,0,0,0,0,28
United Kingdom,Monthly,March 2018,Number,Motorcycles,83,0,0,0,0,0,0,0,83
United Kingdom,Monthly,April 2018,Number,Motorcycles,37,0,0,0,0,0,0,0,37
United Kingdom,Monthly,May 2018,Number,Motorcycles,78,0,0,0,0,0,0,0,78
United Kingdom,Monthly,June 2018,Number,Motorcycles,62,0,0,0,0,0,0,0,62
United Kingdom,Monthly,July 2018,Number,Motorcycles,72,0,0,0,0,0,0,0,72
United Kingdom,Monthly,August 2018,Number,Motorcycles,66,0,0,0,0,0,0,0,66
United Kingdom,Monthly,September 2018,Number,Motorcycles,44,0,0,0,0,0,0,0,44
United Kingdom,Monthly,October 2018,Number,Motorcycles,63,0,0,0,0,0,0,0,63
United Kingdom,Monthly,November 2018,Number,Motorcycles,83,0,0,0,0,0,0,0,83
United Kingdom,Monthly,December 2018,Number,Motorcycles,53,0,0,0,0,0,0,0,53
United Kingdom,Monthly,January 2019,Number,Motorcycles,47,0,0,0,0,0,0,0,47
United Kingdom,Monthly,February 2019,Number,Motorcycles,50,0,0,0,0,0,0,0,50
United Kingdom,Monthly,March 2019,Number,Motorcycles,179,0,0,0,0,0,0,0,179
United Kingdom,Monthly,April 2019,Number,Motorcycles,211,0,0,0,0,0,0,0,211
United Kingdom,Monthly,May 2019,Number,Motorcycles,89,0,0,0,0,0,0,0,89
United Kingdom,Monthly,June 2019,Number,Motorcycles,178,0,0,0,0,0,0,0,178
United Kingdom,Monthly,July 2019,Number,Motorcycles,210,0,0,0,0,0,0,0,210
United Kingdom,Monthly,August 2019,Number,Motorcycles,103,0,0,0,0,0,0,0,103
United Kingdom,Monthly,September 2019,Number,Motorcycles,162,0,0,0,0,0,0,0,162
United Kingdom,Monthly,October 2019,Number,Motorcycles,175,0,0,0,0,0,0,0,175
United Kingdom,Monthly,November 2019,Number,Motorcycles,183,0,0,0,0,0,0,0,183
United Kingdom,Monthly,December 2019,Number,Motorcycles,124,0,0,0,0,0,0,0,124
United Kingdom,Monthly,January 2020,Number,Motorcycles,103,0,0,0,0,0,0,0,103
United Kingdom,Monthly,February 2020,Number,Motorcycles,95,0,0,0,0,0,0,0,95
United Kingdom,Monthly,March 2020,Number,Motorcycles,195,0,0,0,0,0,0,0,195
United Kingdom,Monthly,April 2020,Number,Motorcycles,64,0,0,0,0,0,0,0,64
United Kingdom,Monthly,May 2020,Number,Motorcycles,116,0,0,0,0,0,0,0,116
United Kingdom,Monthly,June 2020,Number,Motorcycles,215,0,0,0,0,0,0,0,215
United Kingdom,Monthly,July 2020,Number,Motorcycles,276,0,0,0,0,0,0,0,276
United Kingdom,Monthly,August 2020,Number,Motorcycles,208,0,0,0,0,0,0,0,208
United Kingdom,Monthly,September 2020,Number,Motorcycles,304,0,0,0,0,0,0,0,304
United Kingdom,Monthly,October 2020,Number,Motorcycles,301,0,0,0,0,0,0,0,301
United Kingdom,Monthly,November 2020,Number,Motorcycles,188,0,0,0,0,0,0,0,188
United Kingdom,Monthly,December 2020,Number,Motorcycles,293,0,0,0,0,0,0,0,293
United Kingdom,Monthly,January 2021,Number,Motorcycles,247,0,0,0,0,0,0,0,247
United Kingdom,Monthly,February 2021,Number,Motorcycles,239,0,0,0,0,0,0,0,239
United Kingdom,Monthly,March 2021,Number,Motorcycles,488,0,0,0,0,0,0,0,488
United Kingdom,Monthly,April 2021,Number,Motorcycles,425,0,0,0,0,0,0,0,425
United Kingdom,Monthly,May 2021,Number,Motorcycles,498,0,0,0,0,0,0,0,498
United Kingdom,Monthly,June 2021,Number,Motorcycles,618,0,0,0,0,0,0,0,618
United Kingdom,Monthly,July 2021,Number,Motorcycles,707,0,0,0,0,0,0,0,707
United Kingdom,Monthly,August 2021,Number,Motorcycles,489,0,0,0,0,0,0,0,489
