"Ultra low emission vehicles (ULEVs) [note 1] registered for the first time by body type [note 2] and fuel type, Great Britain and United Kingdom from January 2010",,,,,,,,,,,,,
Table VEH0171a,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet. ,,,,,,,,,,,,,
"Some shorthand is used in this table, [z] = not applicable, [low] = a low figure but not a real zero.",,,,,,,,,,,,,
Geography [note 3],Date Interval [note 4],Date [note 4],Units,BodyType [note 2],Battery Electric,Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Range extended electric,Hybrid electric (petrol),Hybrid electric (diesel),Fuel cell electric,Other fuels,Total
Great Britain,Monthly,April 2020,Number,Buses and coaches,14,0,0,0,0,0,0,0,14
Great Britain,Monthly,May 2020,Number,Buses and coaches,11,0,0,0,0,0,0,0,11
Great Britain,Monthly,June 2020,Number,Buses and coaches,13,0,0,0,0,0,0,0,13
Great Britain,Monthly,July 2020,Number,Buses and coaches,2,0,0,0,0,0,0,0,2
Great Britain,Monthly,August 2020,Number,Buses and coaches,17,0,0,0,0,0,0,0,17
Great Britain,Monthly,September 2020,Number,Buses and coaches,23,0,0,0,0,0,0,0,23
Great Britain,Monthly,October 2020,Number,Buses and coaches,15,0,0,0,0,0,4,0,19
Great Britain,Monthly,November 2020,Number,Buses and coaches,35,0,0,0,0,0,0,0,35
Great Britain,Monthly,December 2020,Number,Buses and coaches,15,0,0,0,0,0,8,0,23
Great Britain,Monthly,January 2021,Number,Buses and coaches,15,0,0,0,0,0,2,0,17
Great Britain,Monthly,February 2021,Number,Buses and coaches,30,0,0,0,0,0,17,0,47
Great Britain,Monthly,March 2021,Number,Buses and coaches,31,0,0,0,0,0,0,0,31
Great Britain,Monthly,April 2021,Number,Buses and coaches,26,0,0,0,0,0,0,0,26
Great Britain,Monthly,May 2021,Number,Buses and coaches,11,0,0,0,0,0,0,0,11
Great Britain,Monthly,June 2021,Number,Buses and coaches,25,0,0,0,0,0,2,0,27
Great Britain,Monthly,July 2021,Number,Buses and coaches,8,0,0,0,0,0,0,0,8
Great Britain,Monthly,August 2021,Number,Buses and coaches,11,0,0,0,0,0,18,0,29
Great Britain,Monthly,September 2021,Number,Buses and coaches,81,0,0,0,0,0,1,0,82
Great Britain,Monthly,October 2021,Number,Buses and coaches,94,0,0,0,0,0,1,0,95
Great Britain,Monthly,November 2021,Number,Buses and coaches,78,0,0,0,0,0,0,0,78
Great Britain,Monthly,December 2021,Number,Buses and coaches,85,0,0,0,0,0,0,0,85
Great Britain,Monthly,January 2022,Number,Buses and coaches,65,0,0,0,0,0,0,0,65
Great Britain,Monthly,February 2022,Number,Buses and coaches,85,0,0,0,0,0,0,0,85
Great Britain,Monthly,March 2022,Number,Buses and coaches,57,0,0,0,0,0,10,0,67
Great Britain,Monthly,April 2022,Number,Buses and coaches,28,0,0,0,0,0,0,0,28
Great Britain,Monthly,May 2022,Number,Buses and coaches,25,0,0,0,0,0,0,0,25
Great Britain,Monthly,June 2022,Number,Buses and coaches,10,0,0,0,0,0,0,0,10
Great Britain,Monthly,July 2022,Number,Buses and coaches,17,0,0,0,0,0,0,0,17
Great Britain,Monthly,August 2022,Number,Buses and coaches,39,0,0,0,0,0,0,0,39
Great Britain,Monthly,September 2022,Number,Buses and coaches,40,0,0,0,0,0,0,0,40
Great Britain,Monthly,October 2022,Number,Buses and coaches,49,0,0,0,0,0,0,0,49
Great Britain,Monthly,November 2022,Number,Buses and coaches,82,0,0,0,0,0,0,0,82
Great Britain,Monthly,December 2022,Number,Buses and coaches,107,0,0,0,0,0,0,0,107
Great Britain,Annual,2010,Number,Cars,247,21,0,0,0,0,0,1,269
Great Britain,Annual,2011,Number,Cars,"1,194",3,0,4,0,23,0,1,"1,225"
Great Britain,Annual,2012,Number,Cars,"1,514",460,0,511,0,0,5,1,"2,491"
Great Britain,Annual,2013,Number,Cars,"2,605",588,75,392,3,0,0,0,"3,663"
Great Britain,Annual,2014,Number,Cars,"6,650","6,262",163,"1,339",0,0,6,1,"14,421"
Great Britain,Annual,2015,Number,Cars,"9,807","16,369",136,"1,696",2,0,12,0,"28,022"
Great Britain,Annual,2016,Number,Cars,"10,236","24,178",350,"1,898","2,932",0,13,0,"39,607"
Great Britain,Annual,2017,Number,Cars,"13,588","30,477",486,"2,467","3,653",0,35,0,"50,706"
Great Britain,Annual,2018,Number,Cars,"15,567","40,802",212,"2,150",783,1,37,0,"59,552"
Great Britain,Annual,2019,Number,Cars,"37,530","33,138","1,053",247,1,0,78,1,"72,048"
Great Britain,Annual,2020,Number,Cars,"1,06,648","59,576","2,854",16,2,1,58,3,"1,69,158"
Great Britain,Annual,2021,Number,Cars,"1,88,108","1,03,098","4,070",2,7,1,12,0,"2,95,298"
Great Britain,Annual,2022,Number,Cars,"2,63,150","92,492","2,306",16,109,0,8,2,"3,58,083"
Great Britain,Quarterly,2010 Q1 (January to March),Number,Cars,35,0,0,0,0,0,0,0,35
Great Britain,Quarterly,2010 Q2 (April to June),Number,Cars,57,20,0,0,0,0,0,0,77
Great Britain,Quarterly,2010 Q3 (July to September),Number,Cars,68,0,0,0,0,0,0,0,68
Great Britain,Quarterly,2010 Q4 (October to December),Number,Cars,87,1,0,0,0,0,0,1,89
Great Britain,Quarterly,2011 Q1 (January to March),Number,Cars,334,3,0,0,0,0,0,0,337
Great Britain,Quarterly,2011 Q2 (April to June),Number,Cars,364,0,0,0,0,0,0,0,364
Great Britain,Quarterly,2011 Q3 (July to September),Number,Cars,340,0,0,0,0,0,0,1,341
Great Britain,Quarterly,2011 Q4 (October to December),Number,Cars,156,0,0,4,0,23,0,0,183
Great Britain,Quarterly,2012 Q1 (January to March),Number,Cars,345,0,0,23,0,0,0,1,369
Great Britain,Quarterly,2012 Q2 (April to June),Number,Cars,364,30,0,233,0,0,0,0,627
Great Britain,Quarterly,2012 Q3 (July to September),Number,Cars,254,310,0,146,0,0,5,0,715
Great Britain,Quarterly,2012 Q4 (October to December),Number,Cars,551,120,0,109,0,0,0,0,780
Great Britain,Quarterly,2013 Q1 (January to March),Number,Cars,381,177,12,94,0,0,0,0,664
Great Britain,Quarterly,2013 Q2 (April to June),Number,Cars,732,117,25,76,0,0,0,0,950
Great Britain,Quarterly,2013 Q3 (July to September),Number,Cars,786,166,17,79,0,0,0,0,"1,048"
Great Britain,Quarterly,2013 Q4 (October to December),Number,Cars,706,128,21,143,3,0,0,0,"1,001"
Great Britain,Quarterly,2014 Q1 (January to March),Number,Cars,"1,230",166,51,309,0,0,0,0,"1,756"
Great Britain,Quarterly,2014 Q2 (April to June),Number,Cars,"1,319",648,60,280,0,0,0,0,"2,307"
Great Britain,Quarterly,2014 Q3 (July to September),Number,Cars,"1,946","2,413",26,299,0,0,3,1,"4,688"
Great Britain,Quarterly,2014 Q4 (October to December),Number,Cars,"2,155","3,035",26,451,0,0,3,0,"5,670"
Great Britain,Quarterly,2015 Q1 (January to March),Number,Cars,"2,607","5,318",44,528,0,0,1,0,"8,498"
Great Britain,Quarterly,2015 Q2 (April to June),Number,Cars,"2,008","3,651",37,291,0,0,0,0,"5,987"
Great Britain,Quarterly,2015 Q3 (July to September),Number,Cars,"2,244","3,718",31,371,2,0,4,0,"6,370"
Great Britain,Quarterly,2015 Q4 (October to December),Number,Cars,"2,948","3,682",24,506,0,0,7,0,"7,167"
Great Britain,Quarterly,2016 Q1 (January to March),Number,Cars,"3,132","7,236",36,434,353,0,7,0,"11,198"
Great Britain,Quarterly,2016 Q2 (April to June),Number,Cars,"2,111","5,888",43,287,886,0,3,0,"9,218"
Great Britain,Quarterly,2016 Q3 (July to September),Number,Cars,"2,817","6,057",141,639,790,0,2,0,"10,446"
Great Britain,Quarterly,2016 Q4 (October to December),Number,Cars,"2,176","4,997",130,538,903,0,1,0,"8,745"
Great Britain,Quarterly,2017 Q1 (January to March),Number,Cars,"4,611","6,626",124,703,"1,085",0,20,0,"13,169"
Great Britain,Quarterly,2017 Q2 (April to June),Number,Cars,"3,056","6,312",147,572,775,0,3,0,"10,865"
Great Britain,Quarterly,2017 Q3 (July to September),Number,Cars,"3,421","8,802",107,668,892,0,9,0,"13,899"
Great Britain,Quarterly,2017 Q4 (October to December),Number,Cars,"2,500","8,737",108,524,901,0,3,0,"12,773"
Great Britain,Quarterly,2018 Q1 (January to March),Number,Cars,"4,070","9,424",102,332,588,0,1,0,"14,517"
Great Britain,Quarterly,2018 Q2 (April to June),Number,Cars,"3,514","10,731",70,353,146,0,29,0,"14,843"
Great Britain,Quarterly,2018 Q3 (July to September),Number,Cars,"3,811","10,658",33,700,47,1,0,0,"15,250"
Great Britain,Quarterly,2018 Q4 (October to December),Number,Cars,"4,172","9,989",7,765,2,0,7,0,"14,942"
Great Britain,Quarterly,2019 Q1 (January to March),Number,Cars,"5,918","8,163",135,202,0,0,25,0,"14,443"
Great Britain,Quarterly,2019 Q2 (April to June),Number,Cars,"6,223","6,305",222,12,0,0,11,0,"12,773"
Great Britain,Quarterly,2019 Q3 (July to September),Number,Cars,"12,716","7,512",284,26,1,0,28,0,"20,567"
Great Britain,Quarterly,2019 Q4 (October to December),Number,Cars,"12,673","11,158",412,7,0,0,14,1,"24,265"
Great Britain,Quarterly,2020 Q1 (January to March),Number,Cars,"18,069","12,777",385,10,1,0,11,0,"31,253"
Great Britain,Quarterly,2020 Q2 (April to June),Number,Cars,"12,597","4,868",287,5,0,0,6,0,"17,763"
Great Britain,Quarterly,2020 Q3 (July to September),Number,Cars,"35,157","20,176",825,0,0,0,7,2,"56,167"
Great Britain,Quarterly,2020 Q4 (October to December),Number,Cars,"40,825","21,755","1,357",1,1,1,34,1,"63,975"
Great Britain,Quarterly,2021 Q1 (January to March),Number,Cars,"31,304","23,119","1,189",2,2,0,1,0,"55,617"
Great Britain,Quarterly,2021 Q2 (April to June),Number,Cars,"41,484","28,924",927,0,1,0,5,0,"71,341"
Great Britain,Quarterly,2021 Q3 (July to September),Number,Cars,"50,527","26,549",662,0,2,1,1,0,"77,742"
Great Britain,Quarterly,2021 Q4 (October to December),Number,Cars,"64,793","24,506","1,292",0,2,0,5,0,"90,598"
Great Britain,Quarterly,2022 Q1 (January to March),Number,Cars,"63,251","26,608","1,162",1,0,0,4,0,"91,026"
Great Britain,Quarterly,2022 Q2 (April to June),Number,Cars,"50,139","19,327",596,4,6,0,0,0,"70,072"
Great Britain,Quarterly,2022 Q3 (July to September),Number,Cars,"59,344","20,773",463,8,47,0,3,1,"80,639"
Great Britain,Quarterly,2022 Q4 (October to December),Number,Cars,"90,416","25,784",85,3,56,0,1,1,"1,16,346"
Great Britain,Monthly,January 2010,Number,Cars,8,0,0,0,0,0,0,0,8
Great Britain,Monthly,February 2010,Number,Cars,13,0,0,0,0,0,0,0,13
Great Britain,Monthly,March 2010,Number,Cars,14,0,0,0,0,0,0,0,14
Great Britain,Monthly,April 2010,Number,Cars,5,0,0,0,0,0,0,0,5
Great Britain,Monthly,May 2010,Number,Cars,30,20,0,0,0,0,0,0,50
Great Britain,Monthly,June 2010,Number,Cars,22,0,0,0,0,0,0,0,22
Great Britain,Monthly,July 2010,Number,Cars,19,0,0,0,0,0,0,0,19
Great Britain,Monthly,August 2010,Number,Cars,21,0,0,0,0,0,0,0,21
Great Britain,Monthly,September 2010,Number,Cars,28,0,0,0,0,0,0,0,28
Great Britain,Monthly,October 2010,Number,Cars,21,0,0,0,0,0,0,0,21
Great Britain,Monthly,November 2010,Number,Cars,27,1,0,0,0,0,0,1,29
Great Britain,Monthly,December 2010,Number,Cars,39,0,0,0,0,0,0,0,39
Great Britain,Monthly,January 2011,Number,Cars,58,0,0,0,0,0,0,0,58
Great Britain,Monthly,February 2011,Number,Cars,40,3,0,0,0,0,0,0,43
Great Britain,Monthly,March 2011,Number,Cars,236,0,0,0,0,0,0,0,236
Great Britain,Monthly,April 2011,Number,Cars,187,0,0,0,0,0,0,0,187
Great Britain,Monthly,May 2011,Number,Cars,57,0,0,0,0,0,0,0,57
Great Britain,Monthly,June 2011,Number,Cars,120,0,0,0,0,0,0,0,120
Great Britain,Monthly,July 2011,Number,Cars,184,0,0,0,0,0,0,0,184
Great Britain,Monthly,August 2011,Number,Cars,36,0,0,0,0,0,0,1,37
Great Britain,Monthly,September 2011,Number,Cars,120,0,0,0,0,0,0,0,120
Great Britain,Monthly,October 2011,Number,Cars,85,0,0,0,0,0,0,0,85
Great Britain,Monthly,November 2011,Number,Cars,43,0,0,0,0,23,0,0,66
Great Britain,Monthly,December 2011,Number,Cars,28,0,0,4,0,0,0,0,32
Great Britain,Monthly,January 2012,Number,Cars,46,0,0,5,0,0,0,0,51
Great Britain,Monthly,February 2012,Number,Cars,18,0,0,2,0,0,0,1,21
Great Britain,Monthly,March 2012,Number,Cars,281,0,0,16,0,0,0,0,297
Great Britain,Monthly,April 2012,Number,Cars,144,0,0,39,0,0,0,0,183
Great Britain,Monthly,May 2012,Number,Cars,84,0,0,140,0,0,0,0,224
Great Britain,Monthly,June 2012,Number,Cars,136,30,0,54,0,0,0,0,220
Great Britain,Monthly,July 2012,Number,Cars,73,117,0,80,0,0,5,0,275
Great Britain,Monthly,August 2012,Number,Cars,46,29,0,18,0,0,0,0,93
Great Britain,Monthly,September 2012,Number,Cars,135,164,0,48,0,0,0,0,347
Great Britain,Monthly,October 2012,Number,Cars,212,38,0,38,0,0,0,0,288
Great Britain,Monthly,November 2012,Number,Cars,213,41,0,35,0,0,0,0,289
Great Britain,Monthly,December 2012,Number,Cars,126,41,0,36,0,0,0,0,203
Great Britain,Monthly,January 2013,Number,Cars,51,29,12,31,0,0,0,0,123
Great Britain,Monthly,February 2013,Number,Cars,33,11,0,5,0,0,0,0,49
Great Britain,Monthly,March 2013,Number,Cars,297,137,0,58,0,0,0,0,492
Great Britain,Monthly,April 2013,Number,Cars,121,50,0,24,0,0,0,0,195
Great Britain,Monthly,May 2013,Number,Cars,419,31,1,26,0,0,0,0,477
Great Britain,Monthly,June 2013,Number,Cars,192,36,24,26,0,0,0,0,278
Great Britain,Monthly,July 2013,Number,Cars,267,31,7,22,0,0,0,0,327
Great Britain,Monthly,August 2013,Number,Cars,74,9,0,38,0,0,0,0,121
Great Britain,Monthly,September 2013,Number,Cars,445,126,10,19,0,0,0,0,600
Great Britain,Monthly,October 2013,Number,Cars,212,22,11,35,3,0,0,0,283
Great Britain,Monthly,November 2013,Number,Cars,306,47,4,69,0,0,0,0,426
Great Britain,Monthly,December 2013,Number,Cars,188,59,6,39,0,0,0,0,292
Great Britain,Monthly,January 2014,Number,Cars,323,41,18,42,0,0,0,0,424
Great Britain,Monthly,February 2014,Number,Cars,78,8,6,26,0,0,0,0,118
Great Britain,Monthly,March 2014,Number,Cars,829,117,27,241,0,0,0,0,"1,214"
Great Britain,Monthly,April 2014,Number,Cars,336,45,26,68,0,0,0,0,475
Great Britain,Monthly,May 2014,Number,Cars,330,160,20,81,0,0,0,0,591
Great Britain,Monthly,June 2014,Number,Cars,653,443,14,131,0,0,0,0,"1,241"
Great Britain,Monthly,July 2014,Number,Cars,500,510,4,82,0,0,0,1,"1,097"
Great Britain,Monthly,August 2014,Number,Cars,243,221,0,53,0,0,0,0,517
Great Britain,Monthly,September 2014,Number,Cars,"1,203","1,682",22,164,0,0,3,0,"3,074"
Great Britain,Monthly,October 2014,Number,Cars,494,"1,097",5,128,0,0,3,0,"1,727"
Great Britain,Monthly,November 2014,Number,Cars,611,"1,062",7,157,0,0,0,0,"1,837"
Great Britain,Monthly,December 2014,Number,Cars,"1,050",876,14,166,0,0,0,0,"2,106"
Great Britain,Monthly,January 2015,Number,Cars,493,"1,058",10,134,0,0,0,0,"1,695"
Great Britain,Monthly,February 2015,Number,Cars,238,413,5,65,0,0,1,0,722
Great Britain,Monthly,March 2015,Number,Cars,"1,876","3,847",29,329,0,0,0,0,"6,081"
Great Britain,Monthly,April 2015,Number,Cars,508,889,7,102,0,0,0,0,"1,506"
Great Britain,Monthly,May 2015,Number,Cars,608,"1,201",11,100,0,0,0,0,"1,920"
Great Britain,Monthly,June 2015,Number,Cars,892,"1,561",19,89,0,0,0,0,"2,561"
Great Britain,Monthly,July 2015,Number,Cars,418,"1,064",6,103,1,0,0,0,"1,592"
Great Britain,Monthly,August 2015,Number,Cars,291,514,4,64,1,0,0,0,874
Great Britain,Monthly,September 2015,Number,Cars,"1,535","2,140",21,204,0,0,4,0,"3,904"
Great Britain,Monthly,October 2015,Number,Cars,665,"1,025",6,117,0,0,2,0,"1,815"
Great Britain,Monthly,November 2015,Number,Cars,772,"1,340",12,149,0,0,0,0,"2,273"
Great Britain,Monthly,December 2015,Number,Cars,"1,511","1,317",6,240,0,0,5,0,"3,079"
Great Britain,Monthly,January 2016,Number,Cars,582,"1,457",8,160,3,0,5,0,"2,215"
Great Britain,Monthly,February 2016,Number,Cars,229,929,4,38,1,0,0,0,"1,201"
Great Britain,Monthly,March 2016,Number,Cars,"2,321","4,850",24,236,349,0,2,0,"7,782"
Great Britain,Monthly,April 2016,Number,Cars,586,"2,102",7,106,281,0,1,0,"3,083"
Great Britain,Monthly,May 2016,Number,Cars,521,"1,737",18,74,302,0,2,0,"2,654"
Great Britain,Monthly,June 2016,Number,Cars,"1,004","2,049",18,107,303,0,0,0,"3,481"
Great Britain,Monthly,July 2016,Number,Cars,446,"1,728",44,65,191,0,0,0,"2,474"
Great Britain,Monthly,August 2016,Number,Cars,266,721,15,128,77,0,1,0,"1,208"
Great Britain,Monthly,September 2016,Number,Cars,"2,105","3,608",82,446,522,0,1,0,"6,764"
Great Britain,Monthly,October 2016,Number,Cars,423,"1,655",44,211,285,0,1,0,"2,619"
Great Britain,Monthly,November 2016,Number,Cars,603,"1,792",37,140,370,0,0,0,"2,942"
Great Britain,Monthly,December 2016,Number,Cars,"1,150","1,550",49,187,248,0,0,0,"3,184"
Great Britain,Monthly,January 2017,Number,Cars,977,"1,387",32,209,218,0,18,0,"2,841"
Great Britain,Monthly,February 2017,Number,Cars,483,738,19,113,120,0,0,0,"1,473"
Great Britain,Monthly,March 2017,Number,Cars,"3,151","4,501",73,381,747,0,2,0,"8,855"
Great Britain,Monthly,April 2017,Number,Cars,663,"1,801",66,137,170,0,1,0,"2,838"
Great Britain,Monthly,May 2017,Number,Cars,937,"1,952",43,164,305,0,0,0,"3,401"
Great Britain,Monthly,June 2017,Number,Cars,"1,456","2,559",38,271,300,0,2,0,"4,626"
Great Britain,Monthly,July 2017,Number,Cars,843,"2,472",33,114,265,0,1,0,"3,728"
Great Britain,Monthly,August 2017,Number,Cars,466,"1,131",7,44,127,0,0,0,"1,775"
Great Britain,Monthly,September 2017,Number,Cars,"2,112","5,199",67,510,500,0,8,0,"8,396"
Great Britain,Monthly,October 2017,Number,Cars,668,"2,530",46,159,221,0,2,0,"3,626"
Great Britain,Monthly,November 2017,Number,Cars,850,"2,940",32,218,304,0,0,0,"4,344"
Great Britain,Monthly,December 2017,Number,Cars,982,"3,267",30,147,376,0,1,0,"4,803"
Great Britain,Monthly,January 2018,Number,Cars,672,"2,465",25,87,190,0,0,0,"3,439"
Great Britain,Monthly,February 2018,Number,Cars,354,"1,087",2,57,84,0,0,0,"1,584"
Great Britain,Monthly,March 2018,Number,Cars,"3,044","5,872",75,188,314,0,1,0,"9,494"
Great Britain,Monthly,April 2018,Number,Cars,967,"2,725",17,69,105,0,25,0,"3,908"
Great Britain,Monthly,May 2018,Number,Cars,"1,112","3,688",26,98,31,0,0,0,"4,955"
Great Britain,Monthly,June 2018,Number,Cars,"1,435","4,318",27,186,10,0,4,0,"5,980"
Great Britain,Monthly,July 2018,Number,Cars,872,"3,389",16,159,11,0,0,0,"4,447"
Great Britain,Monthly,August 2018,Number,Cars,656,"3,126",6,104,7,1,0,0,"3,900"
Great Britain,Monthly,September 2018,Number,Cars,"2,283","4,143",11,437,29,0,0,0,"6,903"
Great Britain,Monthly,October 2018,Number,Cars,"1,249","3,163",5,273,0,0,0,0,"4,690"
Great Britain,Monthly,November 2018,Number,Cars,"1,396","3,187",0,203,1,0,1,0,"4,788"
Great Britain,Monthly,December 2018,Number,Cars,"1,527","3,639",2,289,1,0,6,0,"5,464"
Great Britain,Monthly,January 2019,Number,Cars,"1,309","2,193",9,60,0,0,1,0,"3,572"
Great Britain,Monthly,February 2019,Number,Cars,720,"1,306",4,31,0,0,9,0,"2,070"
Great Britain,Monthly,March 2019,Number,Cars,"3,889","4,664",122,111,0,0,15,0,"8,801"
Great Britain,Monthly,April 2019,Number,Cars,"1,510","1,782",108,4,0,0,5,0,"3,409"
Great Britain,Monthly,May 2019,Number,Cars,"1,977","2,290",65,4,0,0,5,0,"4,341"
Great Britain,Monthly,June 2019,Number,Cars,"2,736","2,233",49,4,0,0,1,0,"5,023"
Great Britain,Monthly,July 2019,Number,Cars,"1,952","1,691",66,8,1,0,2,0,"3,720"
Great Britain,Monthly,August 2019,Number,Cars,"3,106",845,30,8,0,0,26,0,"4,015"
Great Britain,Monthly,September 2019,Number,Cars,"7,658","4,976",188,10,0,0,0,0,"12,832"
Great Britain,Monthly,October 2019,Number,Cars,"3,134","2,898",129,7,0,0,1,0,"6,169"
Great Britain,Monthly,November 2019,Number,Cars,"4,622","4,072",125,0,0,0,4,1,"8,824"
Great Britain,Monthly,December 2019,Number,Cars,"4,917","4,188",158,0,0,0,9,0,"9,272"
Great Britain,Monthly,January 2020,Number,Cars,"4,019","4,498",139,0,1,0,3,0,"8,660"
Great Britain,Monthly,February 2020,Number,Cars,"2,407","1,894",58,1,0,0,1,0,"4,361"
Great Britain,Monthly,March 2020,Number,Cars,"11,643","6,385",188,9,0,0,7,0,"18,232"
Great Britain,Monthly,April 2020,Number,Cars,"1,357",68,1,0,0,0,0,0,"1,426"
Great Britain,Monthly,May 2020,Number,Cars,"2,418",698,11,0,0,0,0,0,"3,127"
Great Britain,Monthly,June 2020,Number,Cars,"8,822","4,102",275,5,0,0,6,0,"13,210"
Great Britain,Monthly,July 2020,Number,Cars,"8,044","6,533",195,0,0,0,2,0,"14,774"
Great Britain,Monthly,August 2020,Number,Cars,"5,373","2,518",114,0,0,0,2,0,"8,007"
Great Britain,Monthly,September 2020,Number,Cars,"21,740","11,125",516,0,0,0,3,2,"33,386"
Great Britain,Monthly,October 2020,Number,Cars,"9,126","6,984",351,0,0,0,33,0,"16,494"
Great Britain,Monthly,November 2020,Number,Cars,"10,008","7,054",251,0,1,0,0,1,"17,315"
Great Britain,Monthly,December 2020,Number,Cars,"21,691","7,717",755,1,0,1,1,0,"30,166"
Great Britain,Monthly,January 2021,Number,Cars,"6,087","5,287",264,1,0,0,0,0,"11,639"
Great Britain,Monthly,February 2021,Number,Cars,"3,430","2,774",142,1,1,0,0,0,"6,348"
Great Britain,Monthly,March 2021,Number,Cars,"21,787","15,058",783,0,1,0,1,0,"37,630"
Great Britain,Monthly,April 2021,Number,Cars,"9,032","8,677",211,0,1,0,3,0,"17,924"
Great Britain,Monthly,May 2021,Number,Cars,"12,867","8,912",335,0,0,0,0,0,"22,114"
Great Britain,Monthly,June 2021,Number,Cars,"19,585","11,335",381,0,0,0,2,0,"31,303"
Great Britain,Monthly,July 2021,Number,Cars,"10,913","9,098",199,0,1,0,0,0,"20,211"
Great Britain,Monthly,August 2021,Number,Cars,"7,193","4,614",150,0,1,1,0,0,"11,959"
Great Britain,Monthly,September 2021,Number,Cars,"32,421","12,837",313,0,0,0,1,0,"45,572"
Great Britain,Monthly,October 2021,Number,Cars,"15,888","7,482",375,0,2,0,1,0,"23,748"
Great Britain,Monthly,November 2021,Number,Cars,"21,488","9,699",489,0,0,0,2,0,"31,678"
Great Britain,Monthly,December 2021,Number,Cars,"27,417","7,325",428,0,0,0,2,0,"35,172"
Great Britain,Monthly,January 2022,Number,Cars,"14,127","7,949",504,0,0,0,0,0,"22,580"
Great Britain,Monthly,February 2022,Number,Cars,"10,210","4,205",159,0,0,0,0,0,"14,574"
Great Britain,Monthly,March 2022,Number,Cars,"38,914","14,454",499,1,0,0,4,0,"53,872"
Great Britain,Monthly,April 2022,Number,Cars,"12,664","5,842",190,0,1,0,0,0,"18,697"
Great Britain,Monthly,May 2022,Number,Cars,"15,152","6,570",235,2,1,0,0,0,"21,960"
Great Britain,Monthly,June 2022,Number,Cars,"22,323","6,915",171,2,4,0,0,0,"29,415"
Great Britain,Monthly,July 2022,Number,Cars,"12,108","5,756",144,2,9,0,2,0,"18,021"
Great Britain,Monthly,August 2022,Number,Cars,"9,584","3,523",113,3,11,0,0,1,"13,235"
Great Britain,Monthly,September 2022,Number,Cars,"37,652","11,494",206,3,27,0,1,0,"49,383"
Great Britain,Monthly,October 2022,Number,Cars,"19,485","8,398",52,1,27,0,1,1,"27,965"
Great Britain,Monthly,November 2022,Number,Cars,"28,998","9,802",24,2,19,0,0,0,"38,845"
Great Britain,Monthly,December 2022,Number,Cars,"41,933","7,584",9,0,10,0,0,0,"49,536"
Great Britain,Annual,2010,Number,Heavy goods vehicles,8,0,0,0,0,0,0,0,8
Great Britain,Annual,2011,Number,Heavy goods vehicles,5,0,0,0,0,0,0,0,5
Great Britain,Annual,2012,Number,Heavy goods vehicles,6,0,0,0,0,0,0,0,6
Great Britain,Annual,2013,Number,Heavy goods vehicles,0,0,0,0,0,0,0,0,0
Great Britain,Annual,2014,Number,Heavy goods vehicles,3,0,0,0,0,0,0,0,3
Great Britain,Annual,2015,Number,Heavy goods vehicles,3,0,0,0,0,0,0,0,3
Great Britain,Annual,2016,Number,Heavy goods vehicles,8,0,0,0,0,0,0,0,8
Great Britain,Annual,2017,Number,Heavy goods vehicles,4,0,0,0,0,0,0,0,4
Great Britain,Annual,2018,Number,Heavy goods vehicles,12,0,0,0,0,0,0,0,12
Great Britain,Annual,2019,Number,Heavy goods vehicles,19,0,0,0,0,0,0,0,19
Great Britain,Annual,2020,Number,Heavy goods vehicles,16,0,0,0,0,0,0,0,16
Great Britain,Annual,2021,Number,Heavy goods vehicles,141,0,0,0,0,0,0,0,141
Great Britain,Annual,2022,Number,Heavy goods vehicles,799,0,0,0,0,0,0,0,799
Great Britain,Quarterly,2010 Q1 (January to March),Number,Heavy goods vehicles,1,0,0,0,0,0,0,0,1
Great Britain,Quarterly,2010 Q2 (April to June),Number,Heavy goods vehicles,6,0,0,0,0,0,0,0,6
Great Britain,Quarterly,2010 Q3 (July to September),Number,Heavy goods vehicles,1,0,0,0,0,0,0,0,1
Great Britain,Quarterly,2010 Q4 (October to December),Number,Heavy goods vehicles,0,0,0,0,0,0,0,0,0
Great Britain,Quarterly,2011 Q1 (January to March),Number,Heavy goods vehicles,1,0,0,0,0,0,0,0,1
Great Britain,Quarterly,2011 Q2 (April to June),Number,Heavy goods vehicles,0,0,0,0,0,0,0,0,0
Great Britain,Quarterly,2011 Q3 (July to September),Number,Heavy goods vehicles,1,0,0,0,0,0,0,0,1
Great Britain,Quarterly,2011 Q4 (October to December),Number,Heavy goods vehicles,3,0,0,0,0,0,0,0,3
Great Britain,Quarterly,2012 Q1 (January to March),Number,Heavy goods vehicles,3,0,0,0,0,0,0,0,3
Great Britain,Quarterly,2012 Q2 (April to June),Number,Heavy goods vehicles,3,0,0,0,0,0,0,0,3
Great Britain,Quarterly,2012 Q3 (July to September),Number,Heavy goods vehicles,0,0,0,0,0,0,0,0,0
Great Britain,Quarterly,2012 Q4 (October to December),Number,Heavy goods vehicles,0,0,0,0,0,0,0,0,0
Great Britain,Quarterly,2013 Q1 (January to March),Number,Heavy goods vehicles,0,0,0,0,0,0,0,0,0
Great Britain,Quarterly,2013 Q2 (April to June),Number,Heavy goods vehicles,0,0,0,0,0,0,0,0,0
Great Britain,Quarterly,2013 Q3 (July to September),Number,Heavy goods vehicles,0,0,0,0,0,0,0,0,0
